=== sport-table10.xlsx ===
Cell A1 | value='Place' | fill=FFFFFF00 | rows=[0, 1] | cols=[0] | col_header=True | row_header=True | metadata=False
Cell M15 | value='77.5804188926275' | fill=None | rows=[14] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N15 | value='26' | fill=6 | rows=[14] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O15 | value='68.9603723490022' | fill=6 | rows=[14] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P15 | value='4' | fill=None | rows=[14] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q15 | value='393.283460489251' | fill=None | rows=[14] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R15 | value='17' | fill=6 | rows=[14] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S15 | value='111.112983806441' | fill=6 | rows=[14] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T15 | value='27' | fill=None | rows=[14] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U15 | value='69.0077189885306' | fill=None | rows=[14] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell A16 | value='14' | fill=9 | rows=[15] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B16 | value='1178.78206357126' | fill=2 | rows=[15] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C16 | value='Darren Kerrigan' | fill=9 | rows=[15] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell F16 | value='120' | fill=2 | rows=[15] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G16 | value='2' | fill=9 | rows=[15] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H16 | value='-' | fill=None | rows=[15] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I16 | value='-' | fill=None | rows=[15] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J16 | value='-' | fill=6 | rows=[15] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K16 | value='-' | fill=6 | rows=[15] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L16 | value='-' | fill=None | rows=[15] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M16 | value='-' | fill=None | rows=[15] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N16 | value='-' | fill=6 | rows=[15] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O16 | value='-' | fill=6 | rows=[15] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P16 | value='10' | fill=None | rows=[15] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q16 | value='178.765209313296' | fill=None | rows=[15] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R16 | value='1' | fill=6 | rows=[15] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S16 | value='1000.01685425797' | fill=6 | rows=[15] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T16 | value='-' | fill=None | rows=[15] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U16 | value='-' | fill=None | rows=[15] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell A17 | value='15' | fill=9 | rows=[16] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B17 | value='1166.81917898194' | fill=2 | rows=[16] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C17 | value='Richard Griggs' | fill=9 | rows=[16] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell F17 | value='0' | fill=2 | rows=[16] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G17 | value='7' | fill=9 | rows=[16] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H17 | value='6' | fill=None | rows=[16] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I17 | value='285.719101216562' | fill=None | rows=[16] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J17 | value='12' | fill=6 | rows=[16] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K17 | value='145.953736523623' | fill=6 | rows=[16] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L17 | value='22' | fill=None | rows=[16] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M17 | value='80.9534805836113' | fill=None | rows=[16] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N17 | value='19' | fill=6 | rows=[16] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O17 | value='93.096502671153' | fill=6 | rows=[16] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P17 | value='6' | fill=None | rows=[16] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q17 | value='280.916757492322' | fill=None | rows=[16] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R17 | value='22' | fill=6 | rows=[16] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S17 | value='86.9579873267797' | fill=6 | rows=[16] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T17 | value='9' | fill=None | rows=[16] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U17 | value='193.221613167886' | fill=None | rows=[16] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell A18 | value='16' | fill=9 | rows=[17] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B18 | value='1159.93173130029' | fill=2 | rows=[17] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C18 | value='Craig Mechan' | fill=9 | rows=[17] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell F18 | value='42' | fill=2 | rows=[17] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G18 | value='7' | fill=9 | rows=[17] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H18 | value='18' | fill=None | rows=[17] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I18 | value='105.264932027154' | fill=None | rows=[17] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J18 | value='21' | fill=6 | rows=[17] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K18 | value='86.2453897639589' | fill=6 | rows=[17] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L18 | value='6' | fill=None | rows=[17] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M18 | value='265.990007631866' | fill=None | rows=[17] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N18 | value='23' | fill=6 | rows=[17] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O18 | value='77.5804188926275' | fill=6 | rows=[17] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P18 | value='26' | fill=None | rows=[17] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q18 | value='72.8302704609723' | fill=None | rows=[17] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R18 | value='28' | fill=6 | rows=[17] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S18 | value='68.9666796039977' | fill=6 | rows=[17] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T18 | value='3' | fill=None | rows=[17] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U18 | value='483.054032919714' | fill=None | rows=[17] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell A19 | value='17' | fill=9 | rows=[18] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B19 | value='1094.16894122163' | fill=2 | rows=[18] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C19 | value='Mick Salmon' | fill=9 | rows=[18] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell F19 | value='26' | fill=2 | rows=[18] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G19 | value='6' | fill=9 | rows=[18] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H19 | value='-' | fill=None | rows=[18] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I19 | value='-' | fill=None | rows=[18] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J19 | value='5' | fill=6 | rows=[18] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K19 | value='316.233095801183' | fill=6 | rows=[18] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L19 | value='4' | fill=None | rows=[18] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M19 | value='372.386010684612' | fill=None | rows=[18] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N19 | value='15' | fill=6 | rows=[18] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O19 | value='116.370628338941' | fill=6 | rows=[18] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P19 | value='14' | fill=None | rows=[18] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q19 | value='131.09448682975' | fill=None | rows=[18] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R19 | value='26' | fill=6 | rows=[18] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S19 | value='74.0753225376272' | fill=6 | rows=[18] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T19 | value='22' | fill=None | rows=[18] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U19 | value='84.0093970295155' | fill=None | rows=[18] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell A20 | value='18' | fill=9 | rows=[19] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B20 | value='918.01431864685' | fill=2 | rows=[19] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C20 | value='Matt Heskett' | fill=9 | rows=[19] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell F20 | value='84' | fill=2 | rows=[19] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G20 | value='4' | fill=9 | rows=[19] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H20 | value='28' | fill=None | rows=[19] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I20 | value='68.9666796039977' | fill=None | rows=[19] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J20 | value='-' | fill=6 | rows=[19] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K20 | value='-' | fill=6 | rows=[19] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L20 | value='-' | fill=None | rows=[19] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M20 | value='-' | fill=None | rows=[19] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N20 | value='-' | fill=6 | rows=[19] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O20 | value='-' | fill=6 | rows=[19] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P20 | value='13' | fill=None | rows=[19] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q20 | value='140.458378746161' | fill=None | rows=[19] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R20 | value='30' | fill=6 | rows=[19] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S20 | value='64.5172164037398' | fill=6 | rows=[19] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T20 | value='2' | fill=None | rows=[19] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U20 | value='644.072043892952' | fill=None | rows=[19] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell A21 | value='19' | fill=9 | rows=[20] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B21 | value='903.850547960885' | fill=2 | rows=[20] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C21 | value='Marc Witherden' | fill=9 | rows=[20] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell F21 | value='28' | fill=2 | rows=[20] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G21 | value='5' | fill=9 | rows=[20] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H21 | value='10' | fill=None | rows=[20] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I21 | value='181.821246228721' | fill=None | rows=[20] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J21 | value='23' | fill=6 | rows=[20] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K21 | value='79.0582739502957' | fill=6 | rows=[20] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L21 | value='-' | fill=None | rows=[20] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M21 | value='-' | fill=None | rows=[20] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N21 | value='-' | fill=6 | rows=[20] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O21 | value='-' | fill=6 | rows=[20] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P21 | value='12' | fill=None | rows=[20] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q21 | value='151.262869418943' | fill=None | rows=[20] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R21 | value='18' | fill=6 | rows=[20] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S21 | value='105.264932027154' | fill=6 | rows=[20] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T21 | value='4' | fill=None | rows=[20] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U21 | value='386.443226335771' | fill=None | rows=[20] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell A22 | value='20' | fill=9 | rows=[21] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B22 | value='880.849671205469' | fill=2 | rows=[21] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C22 | value='Paul Marshall' | fill=9 | rows=[21] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell F22 | value='43.5' | fill=2 | rows=[21] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G22 | value='5' | fill=9 | rows=[21] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H22 | value='16' | fill=None | rows=[21] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I22 | value='117.649041677408' | fill=None | rows=[21] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J22 | value='20' | fill=6 | rows=[21] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K22 | value='90.3523130860522' | fill=6 | rows=[21] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L22 | value='21' | fill=None | rows=[21] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M22 | value='84.6331842465027' | fill=None | rows=[21] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N22 | value='-' | fill=6 | rows=[21] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O22 | value='-' | fill=6 | rows=[21] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P22 | value='3' | fill=None | rows=[21] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q22 | value='491.604325611563' | fill=None | rows=[21] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R22 | value='-' | fill=6 | rows=[21] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S22 | value='-' | fill=6 | rows=[21] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T22 | value='19' | fill=None | rows=[21] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U22 | value='96.6108065839428' | fill=None | rows=[21] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell A23 | value='21' | fill=9 | rows=[22] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B23 | value='846.624243002071' | fill=2 | rows=[22] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C23 | value='Susanne Roalf' | fill=9 | rows=[22] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell F23 | value='0' | fill=2 | rows=[22] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G23 | value='6' | fill=9 | rows=[22] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H23 | value='14' | fill=None | rows=[22] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I23 | value='133.335580567729' | fill=None | rows=[22] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J23 | value='9' | fill=6 | rows=[22] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K23 | value='189.73985748071' | fill=6 | rows=[22] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L23 | value='10' | fill=None | rows=[22] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M23 | value='169.266368493005' | fill=None | rows=[22] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N23 | value='21' | fill=6 | rows=[22] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O23 | value='84.6331842465027' | fill=6 | rows=[22] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P23 | value='-' | fill=None | rows=[22] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q23 | value='-' | fill=None | rows=[22] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R23 | value='10' | fill=6 | rows=[22] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S23 | value='181.821246228721' | fill=6 | rows=[22] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T23 | value='21' | fill=None | rows=[22] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U23 | value='87.8280059854025' | fill=None | rows=[22] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell A24 | value='22' | fill=9 | rows=[23] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B24 | value='819' | fill=2 | rows=[23] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C24 | value='Richard Holloway' | fill=9 | rows=[23] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell F24 | value='101' | fill=2 | rows=[23] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G24 | value='1' | fill=9 | rows=[23] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H24 | value='-' | fill=None | rows=[23] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I24 | value='-' | fill=None | rows=[23] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J24 | value='-' | fill=6 | rows=[23] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K24 | value='-' | fill=6 | rows=[23] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L24 | value='-' | fill=None | rows=[23] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M24 | value='-' | fill=None | rows=[23] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N24 | value='-' | fill=6 | rows=[23] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O24 | value='-' | fill=6 | rows=[23] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P24 | value='1' | fill=None | rows=[23] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q24 | value='819' | fill=None | rows=[23] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R24 | value='-' | fill=6 | rows=[23] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S24 | value='-' | fill=6 | rows=[23] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T24 | value='-' | fill=None | rows=[23] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U24 | value='-' | fill=None | rows=[23] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell A25 | value='23' | fill=9 | rows=[24] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B25 | value='750.354902790339' | fill=2 | rows=[24] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C25 | value='Rosemary Rose' | fill=9 | rows=[24] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell F25 | value='0' | fill=2 | rows=[24] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G25 | value='7' | fill=9 | rows=[24] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H25 | value='12' | fill=None | rows=[24] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I25 | value='153.848746808918' | fill=None | rows=[24] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J25 | value='19' | fill=6 | rows=[24] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K25 | value='94.8699287403548' | fill=6 | rows=[24] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L25 | value='15' | fill=None | rows=[24] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M25 | value='116.370628338941' | fill=None | rows=[24] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N25 | value='16' | fill=6 | rows=[24] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O25 | value='109.52529726018' | fill=6 | rows=[24] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P25 | value='27' | fill=None | rows=[24] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q25 | value='70.2291893730805' | fill=None | rows=[24] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R25 | value='15' | fill=6 | rows=[24] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S25 | value='125.002106782246' | fill=6 | rows=[24] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T25 | value='23' | fill=None | rows=[24] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U25 | value='80.509005486619' | fill=None | rows=[24] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell A26 | value='24' | fill=9 | rows=[25] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B26 | value='673.888286785722' | fill=2 | rows=[25] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C26 | value='Jason Halmshaw' | fill=9 | rows=[25] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell F26 | value='0' | fill=2 | rows=[25] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G26 | value='5' | fill=9 | rows=[25] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H26 | value='25' | fill=None | rows=[25] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I26 | value='76.924373404459' | fill=None | rows=[25] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J26 | value='16' | fill=6 | rows=[25] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K26 | value='111.611680871006' | fill=6 | rows=[25] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L26 | value='19' | fill=None | rows=[25] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M26 | value='93.096502671153' | fill=None | rows=[25] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N26 | value='5' | fill=6 | rows=[25] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O26 | value='310.32167557051' | fill=6 | rows=[25] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P26 | value='23' | fill=None | rows=[25] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q26 | value='81.9340542685939' | fill=None | rows=[25] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R26 | value='-' | fill=6 | rows=[25] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S26 | value='-' | fill=6 | rows=[25] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T26 | value='-' | fill=None | rows=[25] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U26 | value='-' | fill=None | rows=[25] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell A27 | value='25' | fill=9 | rows=[26] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B27 | value='666.677902838645' | fill=2 | rows=[26] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C27 | value='Dave Holt' | fill=9 | rows=[26] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell F27 | value='90' | fill=2 | rows=[26] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G27 | value='1' | fill=9 | rows=[26] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H27 | value='-' | fill=None | rows=[26] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I27 | value='-' | fill=None | rows=[26] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J27 | value='-' | fill=6 | rows=[26] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K27 | value='-' | fill=6 | rows=[26] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L27 | value='-' | fill=None | rows=[26] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M27 | value='-' | fill=None | rows=[26] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N27 | value='-' | fill=6 | rows=[26] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O27 | value='-' | fill=6 | rows=[26] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P27 | value='-' | fill=None | rows=[26] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q27 | value='-' | fill=None | rows=[26] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R27 | value='2' | fill=6 | rows=[26] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S27 | value='666.677902838645' | fill=6 | rows=[26] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T27 | value='-' | fill=None | rows=[26] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U27 | value='-' | fill=None | rows=[26] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell A28 | value='26' | fill=9 | rows=[27] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B28 | value='625.653951164071' | fill=2 | rows=[27] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C28 | value='Carlos Hinds' | fill=9 | rows=[27] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell F28 | value='0' | fill=2 | rows=[27] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G28 | value='6' | fill=9 | rows=[27] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H28 | value='23' | fill=None | rows=[27] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I28 | value='83.3347378548306' | fill=None | rows=[27] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J28 | value='24' | fill=6 | rows=[27] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K28 | value='75.8959429922838' | fill=6 | rows=[27] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L28 | value='17' | fill=None | rows=[27] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M28 | value='103.440558523503' | fill=None | rows=[27] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N28 | value='20' | fill=6 | rows=[27] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O28 | value='88.6633358772886' | fill=6 | rows=[27] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P28 | value='-' | fill=None | rows=[27] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q28 | value='-' | fill=None | rows=[27] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R28 | value='9' | fill=6 | rows=[27] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S28 | value='200.003370851593' | fill=6 | rows=[27] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T28 | value='25' | fill=None | rows=[27] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U28 | value='74.3160050645714' | fill=None | rows=[27] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell A29 | value='27' | fill=9 | rows=[28] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B29 | value='614.75412159377' | fill=2 | rows=[28] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C29 | value='Steve Aimable' | fill=9 | rows=[28] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell F29 | value='0' | fill=2 | rows=[28] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G29 | value='5' | fill=9 | rows=[28] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H29 | value='11' | fill=None | rows=[28] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I29 | value='166.669475709661' | fill=None | rows=[28] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J29 | value='17' | fill=6 | rows=[28] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K29 | value='105.411031933728' | fill=6 | rows=[28] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L29 | value='-' | fill=None | rows=[28] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M29 | value='-' | fill=None | rows=[28] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N29 | value='-' | fill=6 | rows=[28] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O29 | value='-' | fill=6 | rows=[28] | cols=[14] | col_header=False | row_header=False | metadata=False
